page_id,title,revision_id,page_length
48848400,Maggy Nagel,1158512735,1820
66942568,Meris Šehović,1183087341,5421
46713245,Mile Zečević,1249711505,139
53076333,Minčo Jordanov,1244123853,3362
46738019,Nikola Spasovski,1249711457,139
11535011,Panko Brashnarov,1240046381,13890
69547037,Perko Kolevski,1173912835,2401
41089368,Pierre Krier,1216624071,1355
46741549,Risto Gjorgjiev,1173912802,1824
43325806,Roy Reding,1246066908,9072
43455931,Sašo Mijalkov,1243518031,4517
71797184,Serge Wilmes,1230914260,6115
46737796,Slobodan Bogoevski,1249711261,139
42781979,Slobodan Čašule,1243517976,1825
53001803,Stanko Mladenovski,1173912535,7204
48900755,Stevčo Jakimovski,1223081209,1590
16226939,Vangel Ajanovski-Oče,1195408159,3120
46741339,Vančo Šontevski,1173912923,1612
67189207,Vasil Ivanovski,1213630795,10585
70644646,Xhezair Shaqiri,1249592857,7275
46721979,Zoran Veruševski,1243517990,3268
41087873,Émile Schaus,1223398703,2938
72276375,Albert Rakoto Ratsimamanga,1245491505,33943
24757065,Albert Sylla,1242564754,6676
34540419,André Resampa,1191255852,2901
13456795,Azaly Ben Marofo,1240888321,946
24290121,Benja Razafimahaleo,1072140578,3064
75447061,Boniface Kalindo,1206836023,5602
21439455,Bruno Rajaonson,1173719996,964
72126673,Calvin Tsiebo,1191261046,2697
76539446,Chakakala Chaziya,1248616152,6327
10623517,Christian Rémi Richard,1190559088,1056
46185621,Césaire Rabenoro,1190559033,2013
32064766,Gilbert Annette,1229216653,2706
45209223,Herilanto Raveloharison,1238495492,6218
32850136,Honoré N. Razafindramiandra,1192734361,11747
77151410,Hope Chisanu,1240529226,4023
54202295,Hyppolite Ramaroson,1242618337,9715
20344990,Jacques Rabemananjara,1250349602,9745
41410869,Jean Louis Robinson,1182009941,2791
18745654,Jean Ralaimongo,1244109507,6428
31938425,Jonah Ranaivo,1186387487,1030
21970847,Lalao Ravalomanana,1241320384,5989
31938513,Laurent Botokeky,1249969257,831
31938374,Mahasumpo Raveloson,1185914772,678
21905397,Mamy Ranaivoniarivo,1241434004,1789
876922,Marcel Ranjeva,1190559062,2127
56305804,Michel Randria,1177650685,4434
13865254,Monja Jaona,1214613613,7154
56557688,Nadine Ramaroson,1209645610,2575
31938547,Norbert Zafimahova,1245504666,1840
69333074,Patrick Rajoelina,1207299094,3620
31938582,Pierre Ramampy,1177650675,672
31938631,Ralijaona Laingo,1177650498,642
27879869,Ramaniraka,1234289442,743
68103373,Ratsitatanina,1227027420,6938
75337314,Richard Chimwendo Banda,1250002793,3334
77200299,Rindra Rabarinirinarison,1241911288,2157
38739697,Roseline Emma Rasolovoahangy,1244364217,5891
75336995,Samuel Kawale,1201222030,5339
75336919,Simplex Chithyola Banda,1228356805,5249
74705830,Steve Mikaya,1181752332,2112
42256650,Abdul Aziz bin Husain,1248516426,11595
19814966,Abdullah CD,1244848097,9794
48355104,Abu Samah Mohd Kassim,1247356705,1651
67545414,Ahmad Kamil Jaafar,1243383117,8513
27232333,Ahmad Zaidi Adruce,1240901693,18329
69150297,Ajis Sitin,1242147160,3558
38426416,Akmar Hisham,1241217403,7379
40230193,Albert Muwalo,1229063155,20748
65611826,Arifin Asgali,1246013371,6210
65483689,Assaffal P. Alian,1217649866,7590
72897155,Ationg Tituh,1249350341,8908
2295777,Attati Mpakati,1244085456,2339
78081766,Azam Kamaralzaman,1250251847,70
72780743,Azli Yusof,1247236590,6661
77059388,Azmi Alang,1232728388,3269
77071235,Bukhori Ghazali,1244373350,4001
39375581,Chen Tien,1242594720,3776
1244895,Chin Peng,1249683366,48107
19085956,Chong Ted Tsiung,1219857937,2659
33119810,Cornelius Mwalwanda,1165970443,3859
76193858,Danyal Balagopal Abdullah,1210596392,7100
65465151,Ellron Alfred Angin,1247695585,11395
23307254,Eu Chooi Yip,1222002149,26164
2194484,Fong Chong Pik,1181679522,1304
40249948,Heah Joo Seang,1248625537,22335
38708279,Hii King Chiong,1246848736,7716
43042091,Hishamuddin Rais,1184798433,4664
5445205,Ishak Haji Muhammad,1250335304,6885
20160920,James John Skinner,1247967982,9682
65602211,Jennifer Lasimbang,1248703003,7456
65449085,Joachim Gunsalam,1249455076,13916
2011408,John Tembo,1227763229,20935
47709082,Kamarulzaman Teh,1136811500,3955
70405546,Khairin Nisa,1221940896,6259
33119600,Kingsely Namakhwa,1064384238,1317
48773829,Lily Eberwein,1250318582,9207
35483536,Mary Shawa,1212663981,7237
29041307,Michael Usi,1251044021,8281
47726562,R. G. Balan,1181678224,3509
75337388,Titus Mvalo,1228929938,4401
2545676,Abang Muhammad Salahuddin,1249027291,10505
75394627,Abdul Raheem Abdulla,1248364678,10695
47141193,Ahmed Adeeb,1249868446,10413
38779015,Azlan Mohd Lazim,968561996,6618
11895948,Devaki Krishnan,1205996149,11922
21577288,Eli Wong,1158395655,101
73617530,Eva Abdulla,1246172924,5119
5662717,Ibrahim Yaacob,1237215339,4317
22908416,Ismail Yaacob,1242682560,1152
55537609,John Victor Morais,1095635753,2926
7126322,K. Pathmanaban,1158304288,4837
8463228,Kontik Kamariah Ahmad,1135839519,3324
2353239,Lai Teck,1249684074,12788
19551626,Lau Pak Khuan,1128509902,2878
15852814,Lau Yew,1208100175,3157
10415680,Liou Chen Kuang,1217527148,4144
58006661,Mamad Puteh,1240270368,9217
70405807,Mohamad Fazli Mohamad Salleh,1218180353,6558
77064630,Mohd Sobri Saleh,1228248124,4717
77064072,Muhammad Fauzi Yusoff,1243441383,4765
49862917,N.K. Menon,1243495927,3009
12237229,Nathaniel Tan,1117048590,19230
77070101,Nor Hafizah Othman,1227719407,4986
43889280,Philip Lee Tau Sang,1206566211,1838
48927677,R.S. Thanenthiran,1243496357,5524
6879002,Rashid Maidin,1250721780,7000
65603048,Rasinin Kautis,1243633848,9769
77107888,Roslan Saidin,1236575083,5316
72346433,Ruslan Muharam,1246980841,7684
5590630,Samsudin Osman,1228848919,10954
65485894,Sarifuddin Hata,1219055795,8595
36823593,Sedomon Gunsanad Kina,1237804107,12258
17634111,Shamsiah Fakeh,1231284014,11660
34232837,Sukarti Wakiman,1215810575,5640
77652248,Sulaiman Bulon,1241620183,2296
22390112,Tan Keng Liang,1189171478,4220
65596908,Uda Sulai,1249150239,7496
57509255,Wan Rosdy Wan Ismail,1249735006,15671
68570763,Wilson Ugak Kumbong,1243969275,9522
13736141,Zainal Abidin Ahmad (writer),1210890988,10159
38954903,Abdul Majeed Mahir,1249604493,5142
50900978,Abdulla Jihad,1244494984,5275
50968331,Abdulla Maseeh Mohamed,1250562656,5242
37151585,Abdulla Shahid,1244783683,15176
75458132,Adam Azim (politician),1250658582,4393
76151406,Adam Naseer Ibrahim,1226315175,3534
69889432,Ahmed Faris Maumoon,1250740501,9328
38957690,Ahmed Mahloof,1247508110,14393
75300449,Ahmed Nareesh,1229648052,3947
58741493,Aishath Nahula,1244989200,7047
75386087,Aishath Shiham,1251032610,4003
55729181,Alwata Ichata Sahi,1204711866,2585
31865666,Amadou Doucoure,1185422077,628
73731535,Amadou Thiam,1244380205,6853
76740843,Boubacar Alpha Bah,1229918902,2821
39865116,Cheick Bougadary Traoré,1233509228,862
39081781,Dramane Dembélé,1106209182,3982
58576861,Faisal Naseem,1240444041,7217
76102387,Family of Mohamed Muizzu,1247284084,8593
31848077,Hamadoun Dicko,1186363595,900
75458538,Hassan Latheef,1245816323,3706
38957538,Ilham Ahmed,1106063792,2390
76144576,Jameel Usman,1229519780,9872
39868970,Mamadou Djigué,1230163595,1083
52618775,Mohamed Ashmalee,1235587846,2622
56099374,Mohamed Asim,1242820563,2799
72808021,Mohamed Muizzu,1249376012,53495
35086725,Mohammed Waheed Deen,1241974843,3882
64382123,Moosa Zameer,1249583931,5050
15857636,Muad Mohamed Zaki,1225542574,6515
65218211,Nazra Naseem,1231286080,2637
28965284,Reeko Moosa Manik,1227781579,6690
50334440,Sangaré Niamoto Ba,1226329641,2332
66692242,Sharif Mohamed,1244941090,6388
64426592,Shidhatha Shareef,1185086630,1895
75727868,Shifa Mohamed,1238331180,2793
55725479,Siby Ginette Bellegarde,1053500952,2527
69717664,Umar Zahir (politician),1240955887,10926
77143474,Yumna Maumoon,1248445820,3136
65501961,Zahiya Zareer,1244341294,8207
46871650,Alvin Jacklick,1190558199,3812
393550,Amadou Toumani Touré,1247505172,22934
72852064,Ataji Balos,1136352456,1515
52397071,Atlan Anien,1142606347,2031
75439299,Balla Koné,1220065013,3011
77139865,Daniel Attard,1242368271,1108
76274984,David Paul (politician),1213791591,3611
34086339,Demba Traoré (politician),1053499445,2744
46871696,Dennis Momotaro,1213069064,2895
56646932,Foutanga Babani Sissoko,1231005252,5821
3528990,Garan Fabou Kouyate,1245878638,7609
46889500,Hiroshi V. Yamamura,1184975727,860
54140288,Horma Ould Babana,1196550452,8100
65002050,Ismaël Wagué,1246469926,4283
39868761,Jamille Bittar,1062893055,863
69639209,Kane Hamidou Baba,1231791635,2490
69196026,Ly Taher Dravé,1226300358,1293
31866219,Mahamane Haidara,1177650454,1541
31874865,Mamadou Konaté,1247055409,1642
31865543,Mamadou M'Bodje,1177650569,589
4919579,Messaoud Ould Boulkheir,1245226335,23169
46889498,Michael Konelios,1248537667,2014
891766,Modibo Keïta,1235076006,17194
76590086,Mohamed Ag Intalla,1223857980,8447
41342678,Mohamed Lemine Ch'bih Ould Cheikh Melainine,1227352105,9478
55725315,N'Diaye Ramatoulaye Diallo,1125486904,6360
1709204,Ousmane Sy,1053500811,3670
64236600,Patrick Assirvaden,1150521615,2387
46890388,Rien Morris,1248538511,1437
69195957,Salimata Traoré,1219803147,939
69181864,Selama Mint Cheikhne Ould Lemrabott,1192502795,930
75193494,Tadashi Lometo,1215918232,3632
46871701,Thomas Heine,1248898497,1747
76709314,Tiéman Coulibaly,1224357702,7383
46834902,Tony deBrum,1234549166,10066
68910904,Vatimetou Mint Khatry,1225809738,2310
46889499,Wilbur Heine,1248898473,2469
75208513,Witten Philippo,1225039920,3180
22376940,Yeah Samake,1237748854,22349
66547108,Zeïni Moulaye,1245389557,1752
74516769,Adrian Albu,1201441837,1348
22762040,Adrien d'Épinay,1193460688,7785
75247520,Alexandr Petkov,1232238202,2122
28222665,Anil Bachoo,1226333114,3521
31088650,Ansito Walter,1231680092,3188
66158397,Antoine Bestel,1231466715,10808
59774285,Antoine Toussaint de Chazal,1235560456,3205
74596338,Arcadie Capcelea,1232238412,1180
76510452,Cassam Ajum Piperdy,1217999545,6432
59478772,Cehl Meeah,1185223022,4694
68257977,Charles Thomi Pitot,1166086181,2940
3818842,Chief Commissioner of Rodrigues,1240586443,4215
34098325,Eddy J. Changkye,1188052498,9865
30843360,Erhart Aten,1218218803,2973
75506694,Esmond Moses,1188817746,3245
33468434,Gerson Jackson,1239995409,3412
30843378,Gideon Doone,1227035650,1341
71885406,Ivan Collendavelloo,1224035151,2049
59833026,Jack Fritz (politician),1188817966,1921
44775487,Jagdish Koonjul,1250186715,8275
2808254,Jean-Claude Pierre-Louis,1240586431,1521
30847148,John Ehsa,1216588152,3221
57597597,John Mangefel,1242010533,3124
7065190,Johnson Roussety,1240586450,2308
32134613,Joseph-François Charpentier de Cossigny,1230494168,2729
20088871,Louis Joseph Coralie,1058307177,2821
30845268,Lyndon Jackson,1231681393,3056
24026367,Masao Nakayama,1231670592,4371
56815624,Moilin Jean Ah-Chuen,1225850513,11076
74678851,Pierre Leung Shing,1172388810,1800
40290625,Prega Ramsamy,1159629985,4269
32634612,Pritam Singh Mattan,1249627759,2408
66962283,Rishon Bhadain,1242187993,4440
30845524,Robert Weilbacher,1185904613,3855
44408830,Sangeet Fowdar,1184652318,10651
71891965,Showkutally Soodhun,1230259825,2137
30847499,Strik Yoma,1239995431,1853
62314426,Subhasnee,1154754342,2517
56718796,Tony Ganngiyan,1153029460,1766
30843207,Wesley Simina,1247242628,5268
74305737,Alexandru Esaulenco,1166993985,1588
74589735,Anatol Grimalschi,1171481822,1656
74575856,Andrei Cucu,1240176226,1589
2073748,Andrei Ivanțoc,1194205679,6237
74133718,Artur Cozma,1203784912,1568
74445566,Constantin Mihăilescu,1189661987,1527
27413577,Constantin Mimi,1154939115,4367
75901849,Cristina Gherasimov,1232591535,3265
74527241,Eduard Grama,1203781908,1776
74127437,Eugen Gladun,1226755339,1964
74564382,Eugeniu Nichiforciuc,1232591966,1599
74435041,Galina Balmoș,1232398089,2352
74582891,Gheorghe Ichim,1232592316,1212
74596178,Gheorghe Lungu (politician),1232592378,1623
28348486,Gheorghe Malarciuc,1200667979,4102
61784436,Ion Ceban,1250593639,28144
28348019,Ion Constantin Ciobanu,1236291646,7262
34655150,Iuliana Gorea-Costin,1246688078,5266
72826448,Larisa Catrinici,1232400756,1757
74133684,Mihail Barbulat,1232398121,2008
74434953,Mihail Cibotaru,1232590199,1582
73537482,Mihail Druță,1232591884,1467
74138765,Mihail Manoli,1232772683,2055
55406683,Oleg Balan,1240225655,3482
74434910,Pavel Creangă,1230089280,2183
74336860,Petru Comendant,1226754329,2335
74312159,Radu Marian (politician),1232109911,1439
28641633,Romulus Cioflec,1217161284,4599
54037227,Timofei Moșneaga,1243922515,16076
74589699,Valentin Beniuc,1232398481,1355
74125866,Valeriu Bulgari,1203782667,2078
55407034,Vasile Bîtca,1203790429,5694
74582967,Vasile Grădinaru,1242620401,1437
74267637,Vasile Iovv,1232593134,2840
74305993,Veaceslav Dobîndă,1166993886,2639
74535792,Vitalie Gorincioi,1232592554,2028
67618573,Vlad Bilețchi,1200644828,10581
61281486,Vladimir Cebotari,1242626807,14161
26906477,Vladimir Darie,1164754853,3872
74445521,Vladimir Gurițenco,1167148536,1282
77502332,"Aleksandr Nikitin (politician, born 1987)",1246754862,4776
74872876,Alexandr Nesterovschi,1232773245,1851
68519250,Andrei Spînu,1223026665,4889
75436323,Boris Volosatîi,1217912056,8381
15053744,Camille Blanc,1247535187,2731
68432219,Catherine Fautrier,1219297450,2397
61551089,Chilkhaajavyn Avday,1051560376,2045
71618932,Dendeviin Terbishdagva,1243521548,3304
33277406,Diluwa Khutugtu Jamsrangjab,1246273574,4363
74332653,Dmitri Todoroglo,1242167834,2342
74597288,Dumitru Nidelcu,1232773295,1593
73254450,Dumitru Pulbere,1170743473,1762
73537322,Eduard Smirnov,1232778549,1872
74577161,Eugeniu Șlopac,1205562439,1570
53958282,Gilles Tonelli,1183193100,7332
73537255,Grigore Novac,1221538963,1405
74590591,Iacob Popovici,1170486794,1825
74128133,Ion Păduraru,1232773604,1688
47105581,Jean-Charles Allavena,1222705482,5858
70620461,Jean Castellini,1249358704,3137
74589656,Larisa Șavga,1232778139,1637
66533667,Laurent Anselmi,1228785159,4019
34353303,Leonid Talmaci,1232777359,1704
77277597,Luvsannyamyn Gantömör,1247359859,3498
62479078,Maria Postoico,1239626851,3049
74265279,Mihai Severovan,1232778342,2397
33777350,Nichita Smochină,1250144999,81815
29355227,Paul Demange (politician),1229443213,2212
39468066,Paul Masseron,1222114102,5249
44006559,Robert Calcagno,1135814202,14783
74596261,Sergiu Palihovici,1232778308,2091
74257880,Sergiu Stati,1232778665,2848
47106093,Thierry Poyet,960140393,1355
924662,Tsakhiagiin Elbegdorj,1247488873,167706
74138815,Valentina Țapiș,1232777509,2247
74128067,Valeriu Troenco,1232777781,1747
74434843,Vasile Parasca,1232773668,2144
74575764,Victor Țopa,1247836480,1319
74125759,Victor Țvircun,1232776378,2310
74131149,Vitalie Vrabie,1232776874,2510
66823782,Aleksandar Stijović,1243518923,4874
42365317,Andrija Popović,1245227218,5896
31214498,Batrić Jovanović,1152984878,1278
31689286,Bayantömöriin Khaisan,1239033698,9568
66172718,Božidar Bojović,1245226687,3361
74168794,Branko Lukovac,1190555971,970
66233447,Budimir Šegrt,1122440109,1619
43432235,Darko Pajović,1246942243,7175
67272334,Dejan Vukšić,1177292473,2961
48870894,Dobrilo Dedeić,696310078,150
49361138,Dritan Abazović,1249023085,28866
15047867,Evgenije Popović,1243083065,8105
70020204,Fatmir Gjeka,1245226714,4898
39852202,Fuad Nimani,1242012404,2226
36634239,Iko Mirković,1245226569,3938
7692350,Jevrem Brković,1224150168,6596
36626185,Jovan Kavarić,1245226560,1984
58085118,Jovan Pavlović (politician),1226935449,2220
63418809,Lazar Tomanović,1243083023,5966
25497497,Lujo Vojnović,1246357379,6623
50152381,Luvsannamsrain Oyun-Erdene,1249970172,25655
38679053,Mijiddorjiin Khanddorj,1221669826,7388
52529420,Miloš Radulović (politician),1207823889,2876
62134932,Milutin Jelić,1220446053,10561
65190234,Miodrag Davidović,1211829162,18815
36625882,Nešo Šćepović,1245226578,3540
11497354,Novica Radović,1242578375,2756
5240814,Predrag Bulatović,1158653391,4771
10695183,Savić Marković Štedimlija,1245661005,6972
1262717,Sekula Drljević,1245746700,27047
66013673,Sergej Sekulović,1183676446,2581
36633999,Stevan Lukačević,1245226568,3168
7307261,Stjepan Mitrov Ljubiša,1240189643,10685
50107018,Tarzan Milošević,1234111779,1741
53102884,Tsendiin Mönkh-Orgil,1243514846,9940
65250835,Vladimir Dobričanin,1245226697,8585
65767674,Vladimir Leposavić,1243518946,15696
57023872,Vladimir Pavićević,1207040463,5034
66172266,Vujica Lazović,1224035540,2990
64708352,Zdravko Krivokapić,1244571902,75594
30370167,Abdelghani Bousta,1243833677,12774
33415142,Abdelhadi Boutaleb,1245185566,3034
75546666,Abdelhafid Kadiri,1243832532,2522
61878230,Abdellah Kadiri,1246403569,4924
67282145,Abdellatif Jouahri,1246185063,5850
32056168,Abdelouahed Belkeziz,1244051993,6852
63589798,Abderrahim Bouabid,1246010673,4301
69329929,Abderrahmane Amalou,1249089950,2534
68780425,Abdessamad Archane,1245185308,2271
62331431,Abu Bakr Ibn Abi Zaid as-Slawi,1245183760,7064
5153149,Ahmed Balafrej,1244050839,18990
64294980,Ahmed Benjelloun,1245188391,2927
9085181,Ahmed al-Hiba,1241880564,4195
30748059,Ahmed ibn Abi Mahalli,1224487470,10322
66898148,Anas Doukkali,1245329508,2967
37478987,Ba Ahmed,1082884635,4163
70246485,Brahim Boutaleb,1243832092,6377
21783587,Driss Benzekri (activist),1244051602,2676
41198937,Fadel Benyaich,1245186940,7847
68733235,Hakim Benchamach,1244051294,3025
7291753,Khalihenna Ould Errachid,1215616785,11739
26281751,Khanatha bint Bakkar,1249128711,15833
64045994,M'hamed Boucetta,1243831971,3208
65863599,Mahjoubi Aherdane,1244052254,3256
30872057,Mehdi Ben Barka,1250624406,30967
21879118,Miloud Chaabi,1246871230,9851
41768056,Mohamed Ali El Admi,1055102528,3290
69857418,Mohamed Benchaaboun,1245188693,9230
67627315,Mohamed El Fassi,1190167672,6105
70153627,Mohamed Haddou Chiguer,1243832439,2485
5351466,Mohammed Kabbaj,1246358836,1805
38613627,Mohammed al-Hajj ibn Mohammed al-Dila'i,1250398472,5461
33261354,Moncef Belkhayat,1244680788,4237
66871372,Moulay Ahmed Alaoui,1246012243,6704
64339427,Muhammad al-Kattani,1246285307,20161
54440850,Mustapha Bakkoury,1155781381,7626
54102901,Nasser Bourita,1243832858,14967
30263112,Omar Benjelloun,1245187417,4860
41375292,Rochdi Chraibi,1245329843,2720
64666043,Saaïd Amzazi,1249054415,4207
62030598,Abdelaziz El Omari,1168135452,8225
3876710,Abdelkrim Motii,1245329075,1616
68624641,Abdellatif Ouahbi,1244051321,7274
30259172,Abdellatif Zeroual,1244051612,2510
33865760,Abdelwahed Radi,1244843050,4470
1982107,Afonso Dhlakama,1240532685,17775
76910708,Antonio Augusto Eduardo Namburete,1232941744,5018
5153358,Azzeddine Laraki,1246571939,10473
35764932,Basilio Muhate,1246373223,2904
70333445,Ben Africa,1222863168,2812
51813351,Brahim Zniber,1250235910,10160
4895017,Carlos Cardoso (journalist),1249355860,6116
49417229,Chafik Rachadi,1243833613,14249
36060961,Fathallah Sijilmassi,1245187124,6448
2242841,Helder Francisco Malauene,1065685422,1032
33008473,Hendrina Afrikaner,1154144271,1833
68735333,Ilyas El Omari,1244051318,2541
27830677,Jager Afrikaner,1229945721,4559
31397203,Janet Mondlane,1246373216,3392
36697233,Khalid Naciri,1244051184,3864
27932385,Klaas Afrikaner,1246430439,1759
14668286,Marcelino dos Santos,1246373256,15575
63724267,Mohamed Hassan Ouazzani,1245328779,3221
37476423,Mohammed Allal Sinaceur,1243832655,4114
5153314,Mohammed Karim Lamrani,1243832238,11516
68687729,Mohammed Sajid (politician),1245188824,3051
226113,Mohammed VI of Morocco,1250885775,99615
54267738,Mohammed Ziane,1245328571,7621
28482753,Mohammed al-Makki al-Nasiri,1245184093,1780
33865465,Mohand Laenser,1244052275,3964
52485833,Murade Isaac Murargy,1041131952,2577
62003371,Mário Albino,1042139227,3973
54255141,Nasser Zefzafi,1249091080,8820
69973398,Nyeleti Brooke Mondlane,1226211423,1306
75220066,Sidi Hamdi Ould Errachid,1244051074,7607
28621279,Sidi al-Ayachi,1245187768,3663
69973505,Stella da Graça Pinto Novo Zeca,1070241018,1157
4670577,Tomaz Salomão,1246373248,3979
35103277,Yassir Znagui,1244051523,2685
48842066,Zoulikha Nasri,1245185105,5895
74543827,Abner Nuule,1188297660,2330
72928133,Anna Shiweda,1234683725,3765
73580860,Bedraj Singh,1239549671,3280
76923293,Bhim Bahadur Bhandari,1232672287,4953
56928337,Bishal Khadka,1210988854,2204
70875642,Chakra Prasad Bastola,1248275701,4113
77409263,Chet Narayan Acharya,1240717301,4763
70335337,Cornelius van Wyk,1077993801,2068
70335723,Dap Izaaks,1194709273,1899
58782267,Devi Khadka,1243242828,6310
51875701,Dhokal Singh Basnyat,1223085375,1111
75563577,Duminga Ndala,1217984989,2812
21106432,Eben van Zijl,1203276921,2893
77640570,Ek Raj Karki,1241622160,3760
32090864,Erastus Tjejamba,1214738394,1156
77386585,Esme Sophia Isaack,1237419382,2847
38837901,Gagan Singh Bhandari,1223075157,3426
77551286,Ghanashyam Bhandari,1241303409,4650
70985274,Gopal Kumar Basnet,1189925024,2181
40066151,Gore Bahadur Khapangi,1220894158,4238
32090913,Gottlob Mbaukua,1214738217,1248
38789791,Harka Gurung,1243223649,7895
77107966,Jhalak Bahadur Magar,1241302999,5213
70334277,John McNab,1209744541,3141
76922100,Koili Devi Chaudhary,1229219802,5053
69882944,Mahendra Bahadur Bista,1240109611,3705
33560939,Manasse ǃNoreseb,1015106908,7806
65175942,Maxie Minnaar,1105191855,5464
47698985,Mohan Baral,1174999517,878
77408266,Narayan Prasad Dahal,1241634031,1041
33375770,Nehale Mpingana,1171515390,4818
34983532,Prem Bahadur Kansakar,1206443756,10027
41146207,Rajanra KC,1160122772,5154
71004910,Rajendra Laxmi Gaire,1189923087,3385
69328343,Ram Chandra Jha,1211204880,10624
56826865,Ratneshwar Lal Kayastha,1130432472,5887
56177114,Sheikh Abul Kalam Azad (Nepali politician),1246987820,9259
67626469,Surya Bahadur KC,1236558469,2670
17003725,Thimoteus Tjamuaha,1214738431,1096
37744378,Yadunath Khanal,1229751756,7470
66662246,Antonio Lacayo,1238496892,6031
51813377,Bam Shah,1247940215,3057
70985630,Bhuwan Bahadur Sunar,1095758222,2276
59974012,Bidhyanath Pokhrel,1249925702,4542
34664121,Bishnu Pratap Shah,1230592998,7208
65791159,Chiri Babu Maharjan,1225880924,14440
31023945,Dharma Ratna Yami,1236294046,11261
61161619,Dhir Shumsher Rana,1236923553,35082
37977356,Diamond Shumsher Rana,1213647742,2872
66081893,Edipcia Dubón,1230517724,2892
62358200,Gajraj Mishra,1162142104,8327
51974148,Ganesh Pandey,1229387790,7219
66455624,George Henriquez,1235950449,9784
70985324,Goma Devi Timilsina,1151619454,2374
71630525,Guillermo Arce Castaño,1112499974,2395
8087034,José Francisco Cardenal,1017388553,2712
72335232,Juan Espinosa (politician),1229957977,2601
66484843,Juan Sebastián Chamorro,1240734860,8255
73580966,Khadga Bahadur Pokharel,1153778069,2987
67911093,Krishna Chandra Nepali Pokharel,1239991520,9003
73580910,Krishna Kumar B.C.,1152130342,3028
52778935,Laxman Rajbanshi,1092220542,1282
43199317,Leela Mani Paudyal,1237921754,7909
67035495,Luis Fley,1241795833,3763
74373144,Nani Maiya Dahal,1241969646,3889
872279,Oscar Danilo Blandón,1228542724,6327
56740467,Pande family,1245985625,31253
68056653,Pedro Joaquín Chamorro Barrios,1235600173,20865
73420796,Prakash Bahadur Deuba,1151772869,3124
71004975,Radhika Tamang,1183662898,2741
53124833,Ranabir Singh Thapa,1236926304,10102
73649772,Sanjay Kumar Mahato,1238726493,5788
77573950,Santoshi Shahi,1241303141,2311
67669614,Sanu Siva,1232670643,1479
4971653,Shukraraj Shastri,1246626604,9103
70985194,Sonam Gyalchhen Sherpa,1095759552,2174
57963839,Surya Raj Acharya,1159727043,6060
54028207,Thapa dynasty,1241023946,29138
62433081,Vrajanath Poudyal,1230206658,5237
77491127,Yagya Raj Joshi,1240516482,4849
60171919,AbdulRahman AbdulRazaq,1250092836,9081
31614414,Abiola Ajimobi,1243007525,10334
47602501,Adedeji Adeleke,1241186305,3966
61596297,Adelere Adeyemi Oriolowo,1217429640,4753
43870529,Akinwumi Adesina,1246502980,16295
46407921,Akinwunmi Ambode,1246220569,11376
73813247,Alhaji Idi Farouk,1249041934,4645
71946300,Ali Isa,1240307688,3744
63224867,Aliyu Sabi Abdullahi,1249042452,5255
56913702,Busari Adelakun,1215434038,3122
62783259,Christopher Pere Ajuwa,1244830459,21024
60791503,Félix Maradiaga,1218371987,9556
72074893,Guillermo Daniel Ortega Reyes,1216080109,1581
51126147,Janet Akinrinade,1191877008,2621
76842650,Joe Acha,1246220433,3812
76157088,Julius Abure,1246413584,6839
68147935,Kayode Ajulo,1250441949,7977
32058225,Lateef Adegbite,1247122505,13324
73128602,Malik Ado-Ibrahim,1225494111,3967
68312306,Maximino Rodríguez Martínez,1163183225,3193
59441485,Michael Ajegbo,1144112517,4159
7907338,Miguel Larreynaga,1229927077,2567
63827074,Mohammed Hassan Abdullahi,1182931622,7363
77145666,Nadeska Cuthbert,1231767190,4072
45620445,Oloye Akin Alabi,1244486498,14786
67664050,Paul Oquist,1176191073,3287
74596745,Philip Agbese,1247028738,2366
72063421,Princess Pat Ajudua,1224579746,12650
63338673,Saidu Musa Abdullahi,1250601335,5966
46470148,Samuel Adesina,1173870499,2643
73231843,Shuaib Oba Abdulraheem,1246086159,7997
75191902,Stephen Adewale,1244660968,7296
71626713,Stephen Makoji Achema,1176790138,992
61684288,Tajudeen Adeyemi Adefisoye,1127044782,5738
68216964,Tayo Alasoadura,1224409517,3886
49321891,Temitope Aluko,1206822680,4201
53833916,Timi Alaibe,1244807145,13659
63385250,William Nwankwo Alo,1231515204,5901
70384235,Zainab Abubakar Alman,1220763279,3210
674763,Abubakar Tafawa Balewa,1250135459,32936
48808353,Adebayo Johnson Bankole,1200803605,4783
4682178,Ahmadu Bello,1246222626,21242
74775007,Ahmed Musa Dangiwa,1200817722,8687
58891428,Ajibola Basiru,1234051957,6270
35617357,Alhaji Hassan Dalhat,1041777508,1677
75823979,Anamero Sunday Dekeri,1247119892,6914
73206974,Babajimi Adegoke Benson,1246220576,11197
63310496,Benjamin Anyene,1242620558,5443
74620127,Bisayo Busari-Akinnadeju,1224270625,5334
62050942,Bunmi Dipo Salami,1232995202,10522
55725258,Chima Anyaso,1126818356,2271
76850060,Chris Ayebusiwa,1239442745,3888
57102933,Dapo Folorunsho Asaju,1249147332,6730
56969956,David Dafinone,1249772100,4022
71573874,David Edevbie,1249043995,12301
74060843,Dele Belgore,1190984573,6016
64598863,Dipo Dina,1202540135,4947
77016499,Donald Ojogo,1250250353,5210
56967325,Edwin Clark (politician),1197669418,4570
64584020,Enitan Badru,1212879104,8365
49305396,Hadiza Bala Usman,1248013280,14254
