page_id,title,revision_id,page_length,article_quality_prediction
71916022,Konstantin Polezhayev,1243514436,4655,Start
1460748,Magomed Omarov (politician),1250567591,4775,Start
76983718,Mahammadtaghi Aliyev,1246567550,16386,GA
32898392,Mikhail Oseevsky,1150110632,5269,Start
38684973,Mikhail Pakhomov,1080823535,1483,Stub
71476775,Muslim Khuchiev,1248224290,5787,Start
75639786,Oleg Shishkin (politician),1229916955,3894,Start
9369520,Sergei Smirnov (intelligence officer),1243511085,5969,Start
75397663,Sergey Ochurdyapov,1230123216,22917,C
9372044,Valery Nazarov,1152212711,11913,GA
77118402,Valery Saykin,1232295149,3577,Stub
3909189,Viktor Rashnikov,1225909403,11771,C
8824469,Viktoriya Mitina,1152210619,4163,Stub
17850977,Vladimir Kvachkov,1232950617,35508,B
76542471,Vladimir Medvedev (politician),1225813303,8409,Start
13684710,Vladimir Samozhenkov,1194226810,1247,Stub
75160347,Yevgeny Maslov (politician),1187050981,3863,Start
3082159,Yevgeny Miller,1248317099,10000,C
68108578,Yevgeny Murov,1226607089,6567,Start
4202528,Yevgeny Shaposhnikov,1245834317,9371,C
8822503,Yuriy Molchanov,1214463635,6302,Start
77081954,Yury Semyonov,1228650556,2955,Stub
72342597,Aleksandr Surat,1207744067,3914,Stub
64267464,Aleksandr Verkhovsky,1232801958,8000,C
18460683,Alexander Tarasov,1242552236,38071,GA
67072018,Alexandre Lyambabaje,1170468510,4261,Start
32942902,Bernard Ntaganda,1230534850,2339,Stub
72250947,Dancilla Nyirarugero,1168220939,2901,Start
33719566,Dimitry Vasiliev,1171387268,4023,Start
66995806,Emmanuel Havugimana,1228471757,7778,C
5729384,Eustace John,1214783253,2175,Stub
75896099,Fatuma Ndangiza,1215115865,45591,GA
63609481,François Ngarukiyintwali,1225574614,834,Stub
76386826,Fulgence Nsengiyumva,1219242575,2671,Stub
76325636,Henry Giraudy,1242478868,3425,Stub
76318633,Hilford Deterville,1239360930,2904,Stub
52518489,Jacques Bihozagara,1140307476,5096,Start
56006174,Jean-Marie Vianney Gatabazi,1226804014,3609,Start
57979324,Jean de Dieu Rurangirwa,1183647425,2260,Stub
72222679,Konstantin Surikov,1213491122,3801,Start
35697467,Lola Voronina,1163661885,4165,Stub
63845710,Manasseh Nshuti,1235371819,5045,Start
69520249,Nikolai Yegorov (politician),1180943494,2823,Stub
8934042,Oleg Vyugin,1206190790,3326,Start
28348746,Patrick Karegeya,1245586717,11008,GA
1607934,Protais Zigiranyirazo,1144520217,6938,C
60325292,Ricky Skerritt,1250318110,4825,Start
59583265,Robelto Hector,1176972122,2654,Stub
14279152,Sergei Storchak,1152406729,4529,Start
380445,Sergei Tiulpanov,1219968086,3865,Start
30019320,Sergey Tsoy,1216160746,2587,Stub
5804400,Sergey Verlin,1156541234,3548,Stub
69804270,Shirley Skerrit-Andrew,1176970119,3823,Stub
66646983,Stanislav Voskresensky,1250005669,15935,C
3664183,Tharcisse Renzaho,1103863452,3918,Start
52821452,Thomas Nahimana,1235038071,5367,Start
14320418,Vadim Zagladin,1238081098,5575,Start
76325026,Valerie Nyirahabineza,1230744729,18884,C
3979129,Valery Zorkin,1246990507,12186,C
9355004,Vasily Yakemenko,1248915061,9461,C
73422653,Yevgeny Solntsev,1241052040,7816,C
9329527,Yury Zaostrovtsev,1246393275,2761,Stub
30863243,Alphonso Theodore Roberts,1198974259,7452,Start
66069288,Antonio Gutiérrez y Ulloa,1232042818,8746,C
32818599,Aníbal Portillo,1114960545,1043,Stub
74350838,Benarva Browne,1176248040,3621,Start
36851954,Carmen Elena Figueroa,1182289482,2390,Stub
72640040,Claudia Ortiz (El Salvador),1231969782,7399,Start
69148398,César Yanes Urías,1231944759,2871,Stub
69116941,Eeileen Romero,1231944785,5890,Start
49770698,Ernesto Antonio Claramount Roseville,1232852938,4725,Start
39523716,Fabio Castillo Figueroa,1209426449,1180,Stub
52777027,Gertrude Protain,1231988546,10301,C
1468195,Guillermo Ungo,1209426341,2432,Stub
71501026,Gustavo López Davidson,1231944840,8918,Start
52088217,Hugo Lindo,1236826343,5757,C
65296621,Héctor Dada Hirezi,1242670109,2371,Stub
72566869,Javier Simán,1242201651,4463,Start
65296665,José Antonio Morales Ehrlich,1231944861,4060,Stub
25141523,José Arturo Vásquez Machado,1247468718,3301,Start
32956512,José Francisco Valiente,1170230028,1389,Stub
9876721,José Gregorio Salazar,1229765870,5376,Start
65296581,José Ramón Ávalos Navarrete,1207430683,2794,Stub
10036152,Juan Vicente Villacorta,1232029588,3708,Start
68241003,Kenneth John,1177305044,7261,Start
24617659,Lauaki Namulauulu Mamoe,1229475887,8989,C
3003865,Le Mamea Matatumua Ata,1244204310,6727,Start
74315864,Manuel Flores (Salvadoran politician),1239189530,28137,GA
65002927,Mario Antonio Andino,1171961571,1504,Stub
40806608,Miguel Álvarez Castro,1225471880,3025,Start
76805027,Reinaldo Carballo,1245814863,19793,GA
65002928,Román Mayorga Quirós,1171434505,1492,Stub
11797165,Rubén Alonso Rosales,1249085177,6882,Start
3004430,Sua Rimoni Ah Chong,1244197213,8516,C
3004209,Tamaseu Leni Warren,1244203194,883,Stub
20500406,Toleʻafoa Solomona Toʻailoa,1244203105,2719,Stub
3262234,Tui Manuʻa Elisala,1161001032,7425,C
33542627,Va'aelua Eti Alesana,1244197543,3596,Start
64312653,Walter Béneke,1233484385,12683,GA
7458229,William Coe (governor),1244368584,2216,Stub
66949281,Xavier Zablah Bukele,1241139820,9230,Start
31875078,Abbas Gueye,1187261448,1636,Stub
66608029,Abdoul Aziz Mbaye,1167669897,5250,Start
65359201,Abdullah bin Faisal Al Saud (1831–1889),1245670134,21577,GA
74148421,Abdullatif bin Abdulaziz Al-Sheikh,1247311135,1598,Stub
68604922,Alioune Badara Cissé,1199936144,4773,Start
29612531,Alioune Badara M'Bengue,1246298766,1363,Stub
31865254,Alioune Diop,1233027724,6156,Start
34338460,Alioune Sarr,1131649220,11285,C
3085717,Amadou-Mahtar M'Bow,1250208947,7620,C
72068811,Amadou Mame Diop,1247447514,3719,Start
29611096,Armand-Pierre Angrand,1061043624,1388,Stub
29612660,Assane Seck,1243288959,2475,Stub
21820444,Branislav Andjelić,1216083276,12047,C
67418603,Cheikh Abdoul Khadre Cissokho,1226291269,1294,Stub
64672063,Cheikh Sadibou Fall,1128458376,4791,Start
77238607,Dahham ibn Dawwas,1249476465,10360,Start
59709296,Dragan Andrić (politician),1215341163,10449,C
1558401,Faisal bin Turki Al Saud (1785–1865),1245654920,19557,GA
40320343,Fatimata Seye Sylla,1199198709,3801,Start
31865611,Ibrahima Diallo (politician),1177650317,636,Stub
40610529,Karamba Diaby,1248936838,12466,C
66674945,Khalid bin Saud Al Saud (1811–1865),1247313877,12255,C
67230993,Khalilou Sall,1109928120,1353,Stub
2280596,Landing Badji,1221300359,2096,Stub
66549265,Ljiljana Beronja,1215345234,4630,Start
9442157,Louis Jacques Senghor,1093235015,2148,Stub
31938695,Louis Le Gros,1183769164,663,Stub
29611161,Léopold Angrand,1176928408,827,Stub
172067,Léopold Sédar Senghor,1248475218,50735,B
33965134,Makhtar Diop,1243625708,9583,C
64489884,Mamadou Bamba Ndiaye,1180233069,2618,Stub
75328376,Marième Ndiaye,1233246343,3785,Stub
60392209,Maïmouna Kane,1112938840,2514,Stub
9735938,Modou Dia,1093235453,1634,Stub
64756749,Moustapha Sourang,1229875469,3528,Start
63724876,Ndioro Ndiaye,1229876012,4129,Start
18122325,Ngalandou Diouf,1244200749,6201,Start
32784643,Penda Mbow,1152886496,3757,Start
53007813,Youssou Diagne,1122757499,2763,Stub
63060399,Adam Bogosavljević,1231411435,4179,Start
31838026,Antonije Isaković,1226317296,3477,Stub
65672672,Bogdan Medaković,1202961657,3468,Start
48030394,Bogoljub Kujundžić,1227405941,5590,Start
39201566,Branislav Crnčević,1216623573,6931,Start
74881794,Danica Drašković,1250515868,19106,GA
36255294,Dobrica Matković,1178306655,1820,Stub
3799511,Dobrica Ćosić,1244959827,23010,C
54863347,Dragan Jovanović (Yugoslav politician),1110036654,2338,Stub
30106199,Dragić Joksimović,1100853216,1589,Stub
49430121,Drago Kovačević,1106827460,3711,Start
32604748,Dragoslav Ćirković,1067963386,3335,Stub
44441457,Dragutin Jovanović-Lune,1226933273,4600,Start
45076130,Golub Janić,1179504119,5103,Start
52946709,Jevrem Nenadović,1233236004,2777,Start
52475798,Josif Kostić,1207040998,2463,Stub
61816195,Jovan Dejanović (politician),1243511775,2213,Stub
42584411,Jovan Ćirković,1123984236,2968,Start
62014278,Milan Komnenić,1243511522,6490,Start
7900781,Milan Kovačević,1214993232,2933,Start
45246791,Milorad Drašković,1243519469,4554,Start
53445454,Miroslava Milenović,1174745856,4042,Start
52475187,Ognjen Kuzmanović,1165558351,2660,Stub
52479008,Panta Draškić,1241316628,4325,Start
49321040,Panta Lunjevica,1249895893,7508,Start
2633579,Petar Dobrović,1250714747,6098,Start
59493385,Radmilo Bogdanović,1248776436,6105,C
13158022,Sava Bjelanović,1248639747,7198,Start
7993934,Stevan Knićanin,1249043914,9316,C
65577424,Stevan Milosavljević,1072287796,4736,Start
55851031,Stojimir Dobrosavljević,1241316637,1577,Stub
1381742,Svetozar Marković,1250714865,22708,C
15593754,Trivo Inđić,1122747074,4537,Start
55015341,Vlada Ilić,1243519452,28762,GA
52479028,Čedomir Marjanović,1250992009,3061,Stub
52485813,Đura Dokić,1219748435,8993,Start
41388372,Željko Fajfrić,1226700669,5157,Stub
63677806,Aleksandar Sandić,1233289717,7643,C
13237575,Aleksandar Vasić (politician),1219518076,983,Stub
41451466,Arsenije Sečujac,1246835742,8852,Start
58466506,Charles Bastienne,1076671631,3142,Stub
58461502,Didier Dogley,1236082048,3066,Stub
10140183,Dimitrije Tucović,1249503722,13003,C
61702481,Dragan Velikić,1241200402,4384,Start
46515905,Dragiša Stojadinović,1178306734,7918,C
41194571,Dušan Salatić,1152346392,1415,Stub
45114104,Dušan Zelenbaba,1240611479,3956,Start
69611426,Errol Fonseka,1235434444,2771,Stub
61620055,Gavro Vučković Krajišnik,1107975991,2971,Start
46460142,Ilija Šumenković,1160296340,4627,Start
64120174,Joel Morgan,1190556649,1672,Stub
65573458,Jovan Valenta,1147361812,3584,Start
11747402,Jovica Stanišić,1243519332,25498,GA
8405119,Medo Pucić,1209507523,11653,C
64998780,Milan Smiljanić (priest),1250998675,3173,Start
64027116,Milija Zdravković,1231464971,2636,Stub
75568959,Milorad Unković,1243519686,2322,Stub
56300475,Milorad Vučelić,1226407894,5447,Start
54797981,Miloš Radosavljević (politician),1216209091,2636,Stub
64245493,Miloš Savčić,1250921582,47320,FA
67163778,Miloš Trifunović (politician),1243519233,16593,GA
52477039,Miloš Trivunac,1249536547,4927,Start
63747929,Mirko Tepavac,1243511560,2769,Stub
75737913,"Nikola Stojanović (politician, born 1880)",1208982210,22300,GA
558593,Petar Živković,1244369087,8330,Start
30932164,Radovan Ničić,1099986846,892,Stub
63055693,Ranko Tajsić,1170120242,3094,Start
39434740,Savo Štrbac,1222101781,5475,Start
62288425,Stojan Simić,1222137325,4874,Start
64018276,Teodosije Maričević,1232443957,3145,Start
58467004,Wallace Cosgrow,1208919956,3206,Stub
57627573,Zoran Radojičić,1243519591,4683,Start
25497297,Đorđe Vojnović,1201926443,2385,Stub
46441295,Žika Rafajlović,1245830899,4127,Start
45243177,Alie Badara Mansaray,1158873914,2790,Stub
33791669,Alpha Timbo,971644466,5086,Start
71848558,Andrea Kalavská,1247404602,2638,Stub
2389553,Andrew Kuan,1173399298,7630,Start
67073632,Arnold Jonathan Bishop-Gooding,1248518628,2790,Start
15301820,Bai Kelfa Sankoh,1163409287,861,Stub
2196704,Christopher Okoro Cole,1242261320,6346,Start
71848749,Dagmara Bollová,1247408245,2619,Stub
24914252,Danda Mohamed Kondeh,1229753869,1420,Stub
71928431,Dušan Jarjabek,1230180917,4020,Start
5738765,Henry Josiah Lightfoot Boston,1242154971,3637,Start
15211530,Henry M. Joko-Smart,1236239051,3771,Start
67074538,Henry O. Macauley,1229932778,2144,Stub
69574348,Ivan Hopta,1172531464,1595,Stub
5800089,John Amadu Bangura,1242154948,12838,C
10555381,Jozef Miloslav Hurban,1240752033,7093,C
47291941,Ján Francisci-Rimavský,1243155672,5989,C
74827553,Karol Dembovský,1176694907,3438,Start
42709469,Lim Han Hoe,1162078233,13350,C
7713209,Milan Haborák,1243262444,6675,Start
51507108,Mohamed Kamarainba Mansaray,1105894039,8705,C
42824121,Mohamed Wurie Jalloh,1230927199,2090,Stub
5739443,Moinina Fofana,1150967706,2614,Stub
15396441,Momoh Gulama,949562875,2778,Start
65398626,Nancy Steele,1138409597,2279,Start
33173971,Ooi Boon Ewe,1246674872,8150,Start
72168849,Rajabali Jumabhoy,1225577335,5482,C
41434807,Rudolf Filkus,1165978468,1094,Stub
66880546,Satya Naidu,1242656872,4336,Start
77594524,Sheik-Umarr Mikailu Jah,1245194292,19406,C
3026617,Solomon Musa,1078399680,4031,Start
8354787,Thomas Peters (revolutionary),1188215384,19886,C
72208091,Tibor Bastrnák,1241436480,2831,Stub
14930136,Tinga Seisay,1227392405,10961,C
606843,Valentine Strasser,1213633579,13524,C
71926452,Vladimír Faič,1230180876,3575,Start
3025580,Yahya Kanu,1229494641,2409,Start
52314069,Émile F. Luke,1240785376,2376,Stub
74827604,Ľubomír Dolgoš,1207710646,5110,Start
57710979,8th National Assembly of Slovenia,1249160149,101124,C
72069045,Alojz Kovšca,1217863750,1910,Stub
16862104,Božidar Jakac,1249350013,13035,C
71735318,Gabriel Palacka,1230180954,3822,Start
30555650,István Kühár,1185528946,2360,Stub
1266153,Ivan Cankar,1245475637,28416,C
26799463,Ivan Kramberger,1230833935,6335,Start
55228833,Ivan Lesay,1224200607,11397,GA
31028662,Ivan Lexa,1230180928,4960,Start
31753494,Jaroslav Svěchota,1115512326,3992,Start
65014967,Johann Nepomuk Hradeczky,1030361090,4309,Start
57164363,Joseph Emanuel Barbo von Waxenstein,1230326241,3742,Start
7336752,Jozef Pribilinec,1230117870,9528,C
52589446,Jozef Sivák,1221991531,853,Stub
65862407,Jože P. Damijan,1177335389,13643,GA
63481720,Jožef Krajnc,1239252872,3768,Start
1231888,Ján Kollár,1228887791,7422,C
3930155,Ján Krošlák,1214335127,15126,Start
55716729,Ján Lunter,1105947402,6005,Start
74820034,Ján Richter,1230254036,7020,Start
15484588,József Borovnyák,1237351064,2650,Stub
23116935,József Klekl (politician),1185528975,4161,Start
33775632,József Klekl (writer),1230784400,3476,Start
76923693,József Nagy (politician),1224768389,5501,Start
70949847,Klemen Boštjančič,1218026356,5491,Start
36487943,Lambert Ehrlich,1182674076,11682,GA
76086294,Lucia Plaváková,1247445090,3045,Stub
72843731,Magda Košútová,1235907399,2535,Stub
71279349,Mark Boris Andrijanič,1198352017,6152,Start
66106797,Radovan Sloboda (politician),1235513126,3738,Start
70966503,Sanja Ajanović Hovnik,1184611485,4444,Start
72318862,Tatiana Rosová,1235907524,2813,Stub
70947842,Tatjana Bobnar,1184611030,4864,Start
71278925,Uroš Brežan,1232181073,4723,Start
72120484,Viliam Novotný,1195822277,2366,Stub
74819586,Ľubomír Vážny,1237144131,5666,Start
348170,Ľudovít Štúr,1245572786,25143,C
17085879,Štefan Osuský,1250297617,10932,C
63024626,Abdillahi Fadal Iman,1108538185,2204,Stub
21122412,Abdirahman Ahmed,1024854466,796,Stub
18946521,Abdulahi Ahmed Afrah,1062657842,1298,Stub
43265193,Abdullahi Mohamed Ali,1244290824,5108,Start
65704663,Abshir Aden Ferro,1249386156,10395,C
18934215,Abukar Umar Adani,1195269235,2649,Stub
54292229,Aden Isaq Ahmed,1241124928,4367,Start
37375210,Ahmed Abdisalam Adan,1243727922,10143,C
55692018,Ajilon Jasper Nasiu,1221556312,2111,Stub
51163398,Alenka Smerkolj,1172950113,4689,Start
57302819,Andrej Marinc,1249146653,3239,Stub
55689374,Andrew Manepora,1191281042,1302,Stub
57317450,Anthony Veke,1249903984,1270,Stub
20452773,Anton Fran Wagner,1228384804,1214,Stub
7886030,Anton Novačan,1208186784,5129,Start
71278853,Asta Vrečko,1239433404,5964,Start
55689116,Bartholomew Parapolo,1222021153,2550,Stub
68238934,Daniel Suidani,1244108597,7362,Start
70965165,Dominika Švarc Pipan,1231574449,4958,Start
68847874,Doreen Kuper,1071176674,7978,Start
57302839,Dušan Šinigoj,1242440118,2856,Stub
71279279,Emilija Stojmenova Duh,1246237465,6233,Start
43772616,Eric Lawson (politician),1103173015,4844,Start
66838333,Hassan Adan Wadadid,1242398633,4342,Start
70943511,Igor Papič,1240222916,2481,Stub
55707347,John Dean Kuku,1146487474,1909,Stub
55707303,John Maneniaru,1224038513,3212,Stub
55689027,Joseph Waleanisia,1103157537,2641,Stub
65701025,Jože Podgoršek,1100530431,2290,Stub
75941782,Jožica Puhar,1217860670,2101,Stub
7302871,Julian Moti,1220965405,22208,C
19818078,József Szakovics,1237352671,3578,Start
32486901,Ludvik Toplak,1215540371,3874,Start
70895806,Matej Arčon,1232181251,3986,Start
21303499,Matija Majar,1195006555,4341,Start
36205190,Matija Škerbec,1180682572,8070,B
59998167,Mohamoud Diriye Abdi Joof,1171759998,1374,Stub
55689784,Nestor Ghiro,1223783811,2340,Stub
69192885,Patricija Šulin,1188651207,2393,Stub
17142460,Vilmos Tkálecz,1212265925,1975,Stub
53058050,Abdi Hassan Buni,1186251111,5893,Start
46401130,Abdihamid Sheikh Abdisalam Isse,1211653922,1380,Stub
60030214,Abdikarim Dhaaye,1177315930,2014,Stub
41451995,Abdikarin Dahir,1240850209,1313,Stub
53071867,Abdirahman Haji Aden Ibbi,1223694493,1709,Stub
48279743,Abdulcadir Gabeire Farah,1127388256,5838,C
35030022,Abdulrahim Abby Farah,1233766067,10336,C
36974054,Abdurahman Abdullahi Baadiyow,1226329759,3722,Start
34675873,Ahmed Farah Dualeh,1231104858,3122,Start
60024236,Ahmed Gacmayare,1154853671,1598,Stub
41451994,Ahmed Moalim Fiqi,1232330437,8491,Start
43266306,Ahmed Sheikh Jama,1241971490,1991,Stub
41519100,Ali Abdi Aware,1238577757,5201,Start
18932530,Ali Dhere,1238211507,2764,Stub
76555526,Ali Yusuf Hosh,1235398629,2783,Stub
32198361,Awad Ahmed Ashareh,934134220,1202,Stub
76758859,Balal Mohamed Osman,1229646022,2082,Stub
41451777,Bashir Mohamed Jama,1236987408,4681,Start
41628996,Farah Ali Jama,1217078017,4859,Start
69688662,Garaad Abdulahi Garaad Soofe,1185995272,7599,Start
74368723,Garad Adan Bin Kooshin,1225232336,7352,C
67495666,Hanifa Mohamed Ibrahim,1233626945,2958,Stub
76080175,Hassan Nur Elmi,1229588066,1393,Stub
18946666,Hussein Hagi Bood,1106104619,1196,Stub
60026744,Ibraahim Guure,1243240858,1420,Stub
44707030,Ibrahim Artan Ismail,1243243246,2918,Stub
57368104,Jama Mohamed Ghalib,1250294464,6118,Start
13020216,Mohamed Ali Facaye,1183837827,931,Stub
56731018,Mohamed Ali Hassan,1158685492,2537,Stub
19475079,Mohamed Omar Dubad,1138175757,3382,Start
43306610,Mohamed Sheikh Ismail,1009328790,5869,Start
64487730,Mohamud Abdi Gaab,1250648846,1615,Stub
65966730,Osman Dubbe,1167452006,6450,Start
75744899,Sadak Omar Hassan,1218256927,5289,Start
8695732,Yusuf Ahmed Hagar Dabageed,1188398539,5419,Start
46264334,Yusuf Mohamed Ismail,1217119391,5928,Start
23024489,Zakaria Mohamed Haji-Abdi,1205851984,2722,Start
77680435,Draft:Guled Bihi Abdi,1241700679,76,Stub
68815739,Abdihakim Luqman,1236505010,1026,Stub
68351588,Abdilahi Husein Iman Darawal,1171760173,2808,Stub
46516297,Abdilqadir Ali Omar,1249795421,2625,Stub
43265861,Abdinur Sheikh Mohamed,1048396818,2453,Stub
68055224,Abdirahim Ali Ismail,1189471410,2898,Stub
57783337,Abdirahman Dahir Osman,975462878,1137,Stub
8858597,Abdirahman Janaqow,1202660894,3057,Start
52737191,Abdirizak Jurile,1220585287,5630,Start
60757500,Abdulkadir Sheikh Sakhawudeen,1249819962,2627,Stub
67336871,Abdullahi Abdi Omar,1167729311,2854,Stub
57832238,Abdullahi Mohamed Nur,1249185426,1214,Stub
8392582,Aden Saran-Sor,919377968,3799,Stub
69638909,Ahmed Aw Dahir,1062918876,3082,Start
65073559,Ali Sheegow,1175813709,912,Stub
36538209,Buurmadow,1249135870,6171,Start
41669721,Daud Mohamed Omar,1238075905,8059,Start
41649432,Deeq Sulaiman Yusuf,977166270,3010,Start
54291783,Djama Rabile Ghod,1185856641,7445,Start
76276484,Gobsan Muhumed,1243657457,1684,Stub
53057227,Haji Ibrahim Nur,1089443067,3191,Stub
50883476,Hassan Moalim,1223156433,1056,Stub
24069395,Hawo Tako,1244646660,3687,Stub
63749834,Khalif Mumin Tohow,1171423321,3362,Start
61268140,Maslah Mohammed Siad Barre,1246397242,2408,Start
45097812,Mohamed Abdi Dhinbil,1186067971,992,Stub
63035046,Mohamed Adan Saqadhi,1214578040,2060,Stub
76741517,Mohamed Ahmed Sheikh Ali,1226025037,1951,Stub
56029320,Mohamed Ali Nur,1173362453,14899,GA
63530664,Mohamed Yusuf Abdirahman,1056374599,3051,Stub
63557039,Mohammed Ahmed Alin,1163226753,3983,Stub
28435949,Mohammed Awale Liban,1251008544,5164,Start
77636299,Mohamud Sayid Aden,1244503224,1813,Stub
56904189,Mohamud Siraji,1232856605,14537,C
55348210,Muna Khalif,1240386667,4555,Start
58237136,Mustafa Mohammed Omar,1246360389,4463,Start
5422730,Muḥammad ibn 'Abdallāh Hassan,1250974504,37271,C
55016040,Omar Ismail Waberi,1250970128,3276,Stub
41555434,Said Hassan Shire,1191019702,2436,Stub
36013820,Said Mohamed Rage,1220698202,3111,Stub
57651432,Yusuf Osman Samatar,1180587249,6589,GA
63530949,Abdiaziz Hussein Hassan,1050666572,2752,Stub
72064713,Abdikarim Adan Haji Diriye,1211158919,3292,Stub
63556854,Abdiqani Mohamoud Jidhe,1249819942,3848,Stub
31325773,Ahmed Mohamed Gulaid,1250852543,2133,Stub
14463734,Badih Chaaban,1227519178,3438,Start
61048350,Benjamin Greenacre,1246187242,2539,Stub
63454724,Bongani Baloyi,1244353459,13079,C
55945202,Bongani Bongo,1241954393,15588,C
77329500,Cathy Dlamini,1235566176,4653,Start
29388538,Christiaan Frederik Beyers,1246853229,10103,GA
55133770,Christina Jasson,1247391424,3824,Start
62644095,Danie Hough,1139511588,1815,Stub
63475034,David Dichaba,1174702820,2630,Stub
38785203,Davidson Don Tengo Jabavu,1186373019,4987,Start
69521467,Dayib Gurey,1230707703,2481,Stub
63547703,Dulton Adams,1159756311,2786,Stub
44170328,Elijah Mdolomba,1157964376,1605,Stub
2800474,Faysal Ali Warabe,1245565775,6555,C
72534591,Frederick Smith (South African politician),1236955193,1236,Stub
70081514,Geoffrey Cronjé,1243421353,2374,Stub
73271007,Henry Charles Hull,1249976624,9242,B
73647812,Hersi Ali Haji Hassan,1246274637,6024,Start
63530822,Ismail Haji Nour,1243384984,2029,Stub
51112366,Japie Basson,1216786719,6238,Start
55683024,Jennifer Ferguson,1217966345,4487,Start
12879485,Jibrell Ali Salad,1086444472,4090,Start
62820193,Joel Krige,1228754883,2436,Stub
36466315,Johannes Christoffel Krogh,1184919356,3571,Start
67461115,John William Jagger,1164884865,6148,Start
54682977,Makhosi Khoza,1247585467,11076,C
31208578,Marshall Campbell,1245674826,3299,Start
68823399,Mohamed Hussein Jama,1187600994,2792,Stub
55828782,Nafisat Yusuf Mohammed,1013484175,2075,Start
71243706,Nhlanhla Lux,1210051518,6292,Stub
69644171,Osman Saleban Jama,1073933365,4723,Start
37326932,Owen Horwood,1219703595,4887,Start
53063786,Rowan Cronjé,1248935419,24507,C
63777596,Shaun Byneveldt,1226295703,3489,Stub
4148402,Stephanus Jacobus du Toit,1250244949,17805,GA
63530491,Suleiman Hassan Haddi,1080321751,2242,Stub
63565159,Bandile Masuku,1209123522,11280,C
50385153,Bongani Msomi,1168741905,1049,Stub
64345712,Clarence Mini,1247395705,11033,C
1228021,Cornelis Jacobus Langenhoven,1244010267,8209,C
59866713,Dali Mpofu,1244979306,53971,B
77404666,David Mkhwanazi,1247715431,6033,C
36131138,Dawid Kruiper,1249791603,3670,Start
29397921,Elizabeth Mafekeng,1247393179,7856,C
59149855,Frederick Moor,1161587837,2754,Start
62500685,Geoff Makhubo,1225679410,9342,Start
47765010,Graham McIntosh,1229441400,11336,C
62223761,Jan Meyer,1236955214,21776,B
13985524,Jay Naidoo,1250478359,11083,C
62406008,John Moodey,1229524202,12863,C
43764376,Khayelihle Mathaba,1084880305,612,Stub
77369049,Khethiwe Moeketsi,1241959402,4541,Start
53708196,Lindiwe Mabuza,1242817853,20567,C
42963666,Louis le Grange,1236638243,5489,Start
65851159,Mabel Malherbe,1246187297,4859,Start
72679076,Mandla Nkomfe,1146001817,13048,C
62648072,Maruping Lekwene,1233190748,6346,Start
37828341,Mmusi Maimane,1241103024,48817,GA
26857945,Mpumi Mpofu,1217400914,916,Stub
63475692,Neo Maneng,1233538182,3365,Stub
57245961,Ntombi Mekgwe,1229205346,16108,GA
56636134,Penny Penny,1242734407,8223,Start
56673160,Prema Naidoo,1247392973,3448,Start
40412956,Qaqambile Matanzima,1244192469,5822,C
72823687,Rebecca Phaladi-Digamela,1135223262,5066,Start
72193199,Sankie Mthembi-Mahanyele,1247392190,10429,C
60940023,Sibongile Nkomo,1158222491,918,Stub
68847941,Silas Molema,1087407617,5220,Start
51609840,Sister Bernard Ncube,1247392980,8996,C
41754065,Stafford Parker,1228912274,3987,Start
31350,Thabo Mbeki,1249110529,147152,GA
77153235,Thami Ntuli,1247658777,8978,Start
20098296,Themba Maseko,1246257695,15053,C
63585965,Viola Motsumi,1233386142,6793,Start
55144986,Wilton Mkwayi,1247400130,7951,C
59610433,Zwakele Mncwango,1244193047,14747,C
53079758,Alan Winde,1235103533,42366,GA
2312539,Amichand Rajbansi,1246417697,8914,C
67411834,An Kyung-duk,1215785399,5053,Start
3851449,Andries Waterboer,1231371989,3868,Start
29364878,Archie Sibeko,1182859312,5757,C
73170369,Bae Deok-kwang,1210762609,2680,Stub
61534343,Cha Myong-jin,1248053978,19167,GA
62827976,Chang Jung-sook,1211885011,7386,C
61726651,Chang Sŏng-man,1211885084,7574,C
966079,Charles Saunders (colonial administrator),1247585508,3304,Start
63712212,Cho Jeong-sik,1248055796,8657,C
63489568,Choi Bae-geun,1248055386,6533,C
62810570,Choi Gyung-hwan,1211890387,7787,C
63602916,Choi Hye-young,1248055430,6112,C
46394292,Choi Jong-won,1243716877,17292,C
10702505,Choi Sae-hwang,1170460727,7001,Start
36030787,Chun Yung-woo,1211894746,2806,Stub
62750884,Chung Woon-chun,1248054380,16554,GA
35565176,Edward Philip Solomon,1232021267,8238,Start
43584729,Floyd Shivambu,1246002695,18951,GA
61453884,Ha Tae-keung,1242619974,10966,C
62647340,Han Sun-kyo,1248054350,19739,GA
63585370,Helen Sauls-August,1244192570,3452,Stub
61061538,Hong Moon-jong,1228163146,7348,Start
56503492,Hwang Young-cheul,1212684775,3717,Start
67679715,Hwangbo Seung-hee,1248060797,11730,GA
62762400,JN Reddy (politician),1244194513,14908,GA
65081324,Jang Kyung-tae,1248060371,10361,C
55108074,Jang Sung-min,1248053120,4629,Start
29128825,Jang Tae-wan,1248685977,3192,Start
55133806,Letitia Sibeko,1247394828,6251,Start
60820244,Max Sonnenberg,1219861485,6341,Start
56314812,Michael Tellinger,1177406709,7623,Start
61497477,Moses Twebe,1084874768,802,Stub
45522090,Nicolaas Waterboer,1215486445,3487,Start
63897428,Pieter Gysbert Noodt,975860917,3534,Stub
